Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
2016-04-28 02:20:00,984.29,1.85,276.26,-0.28,85.7,6.98,5.98,1.0,3.79,6.08,1243.95,2.88,3.81,214.7
2016-04-28 02:30:00,984.34,1.84,276.24,-0.33,85.5,6.98,5.96,1.01,3.78,6.06,1244.09,3.45,4.63,212.4
2016-04-28 02:40:00,984.46,1.76,276.15,-0.42,85.4,6.94,5.92,1.01,3.75,6.02,1244.63,3.64,4.65,213.8
2016-04-28 02:50:00,984.49,1.84,276.23,-0.44,84.8,6.98,5.92,1.06,3.75,6.01,1244.3,3.23,3.93,218.6
2016-04-28 03:00:00,984.57,1.99,276.38,-0.46,83.7,7.05,5.9,1.15,3.74,6.0,1243.71,3.39,4.25,220.1
2016-04-28 03:10:00,984.73,2.1,276.47,-0.39,83.5,7.11,5.94,1.17,3.76,6.03,1243.4,2.82,3.81,226.7
2016-04-28 03:20:00,984.82,2.32,276.69,-0.32,82.6,7.22,5.97,1.26,3.78,6.06,1242.5,2.65,4.37,226.9
2016-04-28 03:30:00,984.83,2.37,276.73,-0.34,82.2,7.25,5.96,1.29,3.77,6.05,1242.32,3.8,6.37,220.0
2016-04-28 03:40:00,984.85,2.43,276.8,-0.36,81.7,7.28,5.95,1.33,3.77,6.04,1242.05,3.52,5.17,222.2
2016-04-28 03:50:00,984.94,2.63,276.99,-0.34,80.7,7.38,5.96,1.43,3.77,6.05,1241.26,3.66,5.29,220.5
2016-04-28 04:00:00,984.87,2.82,277.19,-0.36,79.5,7.48,5.95,1.53,3.77,6.04,1240.33,4.19,5.53,218.3
2016-04-28 04:10:00,984.86,2.88,277.24,-0.39,79.0,7.51,5.94,1.58,3.76,6.03,1240.07,3.4,5.13,218.0
2016-04-28 04:20:00,984.9,2.84,277.2,-0.42,79.0,7.5,5.92,1.57,3.75,6.01,1240.29,3.49,5.81,216.9
2016-04-28 04:30:00,984.98,2.77,277.12,-0.48,79.1,7.46,5.9,1.56,3.73,5.99,1240.73,2.99,4.73,218.0
2016-04-28 04:40:00,985.06,2.68,277.03,-0.52,79.3,7.41,5.88,1.53,3.72,5.97,1241.22,2.43,3.57,226.5
2016-04-28 04:50:00,985.07,2.67,277.02,-0.54,79.3,7.41,5.87,1.53,3.72,5.96,1241.29,2.7,4.05,215.9
2016-04-28 05:00:00,985.06,2.6,276.95,-0.5,79.9,7.37,5.89,1.48,3.73,5.98,1241.6,2.9,4.21,211.4
2016-04-28 05:10:00,985.05,2.6,276.95,-0.5,79.9,7.37,5.89,1.48,3.73,5.98,1241.58,2.93,3.73,209.4
2016-04-28 05:20:00,985.11,2.66,277.0,-0.52,79.5,7.4,5.88,1.52,3.72,5.97,1241.4,3.04,4.65,200.2
2016-04-28 05:30:00,985.2,2.66,277.0,-0.48,79.7,7.4,5.9,1.5,3.73,5.99,1241.48,1.81,2.76,198.8
2016-04-28 05:40:00,985.29,2.72,277.05,-0.42,79.7,7.43,5.92,1.51,3.75,6.01,1241.33,1.58,3.08,184.6
2016-04-28 05:50:00,985.39,2.88,277.2,-0.43,78.8,7.51,5.92,1.59,3.75,6.01,1240.75,1.28,2.28,169.6
2016-04-28 06:00:00,985.47,2.82,277.14,-0.43,79.1,7.48,5.92,1.56,3.74,6.01,1241.11,1.72,2.96,144.6
2016-04-28 06:10:00,985.58,2.84,277.15,-0.34,79.5,7.49,5.96,1.54,3.77,6.05,1241.14,1.47,2.28,157.8
2016-04-28 06:20:00,985.68,2.96,277.26,-0.31,79.0,7.56,5.97,1.59,3.78,6.06,1240.7,0.93,1.8,146.7
2016-04-28 06:30:00,985.8,3.22,277.51,-0.25,77.9,7.7,6.0,1.7,3.79,6.09,1239.68,0.9,2.24,257.1
2016-04-28 06:40:00,985.95,3.63,277.92,-0.17,76.1,7.93,6.03,1.9,3.82,6.12,1238.0,1.54,2.76,219.0
2016-04-28 06:50:00,986.09,3.98,278.25,-0.09,74.7,8.13,6.07,2.06,3.84,6.16,1236.62,1.49,2.56,188.3
2016-04-28 07:00:00,986.16,4.41,278.68,-0.08,72.5,8.38,6.07,2.3,3.84,6.16,1234.79,2.68,5.61,197.3
2016-04-28 07:10:00,986.21,4.53,278.79,-0.25,71.0,8.44,6.0,2.45,3.79,6.08,1234.37,4.22,6.81,206.5
2016-04-28 07:20:00,986.27,4.41,278.67,-0.43,70.7,8.37,5.92,2.45,3.74,6.0,1235.01,5.19,8.17,208.0
2016-04-28 07:30:00,986.37,4.42,278.68,-0.56,69.95,8.38,5.86,2.52,3.71,5.95,1235.09,5.45,9.41,208.0
2016-04-28 07:40:00,986.46,4.49,278.74,-0.91,67.82,8.42,5.71,2.71,3.61,5.79,1234.96,6.11,9.29,213.3
2016-04-28 07:50:00,986.56,4.61,278.84,-0.91,67.28,8.49,5.71,2.78,3.61,5.79,1234.59,5.26,7.53,211.6
2016-04-28 08:00:00,986.66,4.9,279.13,-0.79,66.48,8.67,5.76,2.91,3.64,5.84,1233.37,4.66,9.13,207.8
2016-04-28 08:10:00,986.68,5.11,279.34,-0.78,65.58,8.8,5.77,3.03,3.64,5.85,1232.47,4.88,7.05,211.0
2016-04-28 08:20:00,986.74,5.05,279.28,-0.93,65.1,8.76,5.7,3.06,3.6,5.78,1232.83,5.89,8.69,217.7
2016-04-28 08:30:00,986.78,4.9,279.12,-1.07,65.13,8.67,5.65,3.02,3.57,5.72,1233.59,3.61,7.23,210.8
2016-04-28 08:40:00,986.7,5.0,279.23,-1.31,63.54,8.73,5.55,3.18,3.5,5.62,1233.09,5.59,8.31,213.2
2016-04-28 08:50:00,986.76,5.06,279.28,-1.15,64.05,8.76,5.61,3.15,3.55,5.69,1232.89,4.81,7.21,206.4
2016-04-28 09:00:00,986.84,5.17,279.39,-1.15,63.53,8.83,5.61,3.22,3.55,5.69,1232.48,4.96,6.55,214.7
2016-04-28 09:10:00,986.89,5.12,279.33,-1.32,62.99,8.8,5.55,3.26,3.5,5.62,1232.79,5.18,7.93,218.2
2016-04-28 09:20:00,986.94,5.23,279.44,-1.49,61.7,8.87,5.47,3.4,3.46,5.55,1232.39,5.72,7.65,213.0
2016-04-28 09:30:00,987.05,5.2,279.4,-1.39,62.33,8.85,5.52,3.33,3.48,5.59,1232.67,5.65,8.19,219.1
2016-04-28 09:40:00,987.15,5.29,279.49,-1.23,62.64,8.91,5.58,3.33,3.52,5.65,1232.34,5.1,7.93,217.0
2016-04-28 09:50:00,987.22,5.35,279.53,-1.03,63.32,8.94,5.66,3.28,3.58,5.74,1232.15,4.06,8.27,217.0
2016-04-28 10:00:00,987.36,5.6,279.77,-0.84,63.12,9.1,5.74,3.36,3.63,5.82,1231.18,3.38,6.89,234.0
2016-04-28 10:10:00,987.43,5.58,279.75,-0.91,62.87,9.09,5.71,3.38,3.61,5.79,1231.36,5.17,7.09,252.1
2016-04-28 10:20:00,987.55,5.23,279.39,-0.66,65.62,8.87,5.82,3.05,3.67,5.89,1233.0,3.45,5.97,245.4
2016-04-28 10:30:00,987.66,5.33,279.48,-0.5,65.89,8.93,5.89,3.05,3.72,5.96,1232.65,2.5,4.53,236.8
2016-04-28 10:40:00,987.76,5.43,279.58,-0.34,66.2,9.0,5.96,3.04,3.76,6.03,1232.3,3.14,6.05,229.7
2016-04-28 10:50:00,987.88,5.1,279.23,-0.01,69.45,8.79,6.11,2.69,3.85,6.18,1233.86,3.68,6.81,244.5
2016-04-28 11:00:00,987.87,5.53,279.67,0.02,67.5,9.06,6.12,2.94,3.86,6.19,1231.92,4.1,5.89,248.4
2016-04-28 11:10:00,987.85,5.85,279.99,-0.15,65.22,9.26,6.04,3.22,3.81,6.12,1230.52,3.68,6.37,249.1
2016-04-28 11:20:00,987.78,5.95,280.09,-0.14,64.86,9.32,6.05,3.28,3.82,6.12,1230.03,2.95,5.41,240.3
2016-04-28 11:30:00,987.74,6.81,280.96,0.24,62.79,9.9,6.22,3.68,3.92,6.29,1226.09,2.68,5.93,246.4
2016-04-28 11:40:00,987.65,7.18,281.34,0.03,60.28,10.15,6.12,4.03,3.86,6.2,1224.42,3.56,5.55,216.8
2016-04-28 11:50:00,987.61,7.46,281.62,-0.08,58.68,10.35,6.07,4.28,3.83,6.15,1223.17,4.15,7.05,231.0
2016-04-28 12:00:00,987.67,7.36,281.52,-0.21,58.5,10.28,6.01,4.27,3.8,6.09,1223.7,3.54,5.89,251.0
2016-04-28 12:10:00,987.8,6.51,280.65,-0.05,62.79,9.7,6.09,3.61,3.84,6.16,1227.55,3.53,5.69,247.2
2016-04-28 12:20:00,987.76,5.99,280.13,0.18,66.22,9.35,6.19,3.16,3.91,6.27,1229.76,3.29,5.25,234.4
2016-04-28 12:30:00,987.67,7.2,281.36,0.42,61.93,10.17,6.3,3.87,3.97,6.37,1224.27,1.72,3.84,227.4
2016-04-28 12:40:00,987.67,7.38,281.54,-0.58,56.87,10.29,5.85,4.44,3.69,5.93,1223.69,5.42,8.57,236.2
2016-04-28 12:50:00,987.75,6.7,280.85,-0.56,59.68,9.83,5.86,3.96,3.7,5.94,1226.74,4.38,6.65,241.2
2016-04-28 13:00:00,987.62,7.35,281.51,-0.45,57.53,10.27,5.91,4.36,3.73,5.98,1223.73,4.23,9.23,224.7
2016-04-28 13:10:00,987.55,7.81,281.98,-0.94,53.79,10.6,5.7,4.9,3.6,5.77,1221.74,4.15,9.25,231.1
2016-04-28 13:20:00,987.6,8.12,282.29,-1.46,50.68,10.83,5.49,5.34,3.46,5.56,1220.56,4.89,8.05,239.5
2016-04-28 13:30:00,987.53,8.37,282.54,-0.93,51.81,11.01,5.71,5.31,3.6,5.78,1219.29,4.4,7.83,215.7
2016-04-28 13:40:00,987.53,8.66,282.83,-0.48,52.52,11.23,5.9,5.33,3.72,5.97,1217.94,4.16,7.65,224.7
2016-04-28 13:50:00,987.5,8.91,283.09,-1.33,48.51,11.42,5.54,5.88,3.5,5.61,1216.99,5.3,8.53,222.5
2016-04-28 14:00:00,987.39,8.6,282.78,-1.35,49.46,11.19,5.53,5.65,3.49,5.6,1218.2,6.47,9.87,209.9
2016-04-28 14:10:00,987.46,8.84,283.02,-1.33,48.74,11.37,5.54,5.83,3.5,5.61,1217.24,5.79,9.37,215.7
2016-04-28 14:20:00,987.56,9.0,283.17,-1.13,48.93,11.49,5.62,5.87,3.55,5.69,1216.64,5.11,9.01,222.9
2016-04-28 14:30:00,987.62,8.76,282.93,-1.58,48.1,11.31,5.44,5.87,3.43,5.51,1217.83,4.63,8.09,210.5
2016-04-28 14:40:00,987.57,8.79,282.96,-1.7,47.56,11.33,5.39,5.94,3.4,5.46,1217.67,4.1,7.83,216.6
2016-04-28 14:50:00,987.54,9.04,283.21,-1.5,47.48,11.52,5.47,6.05,3.45,5.54,1216.51,5.51,8.57,218.3
2016-04-28 15:00:00,987.87,9.11,283.26,0.44,54.48,11.58,6.31,5.27,3.98,6.39,1216.23,3.12,5.55,257.9
2016-04-28 15:10:00,988.03,7.97,282.1,-0.15,56.37,10.72,6.04,4.68,3.81,6.11,1221.48,3.97,6.73,259.7
2016-04-28 15:20:00,987.99,7.63,281.76,-1.19,53.47,10.47,5.6,4.87,3.53,5.67,1223.12,2.62,4.79,238.2
2016-04-28 15:30:00,987.98,8.46,282.6,-0.52,53.06,11.08,5.88,5.2,3.71,5.95,1219.37,1.63,4.0,248.4
2016-04-28 15:40:00,987.84,8.86,283.01,-0.47,51.84,11.38,5.9,5.48,3.72,5.97,1217.46,2.32,5.57,260.8
2016-04-28 15:50:00,987.89,9.11,283.26,-1.16,48.44,11.58,5.61,5.97,3.54,5.68,1216.58,3.77,8.21,270.3
2016-04-28 16:00:00,987.9,9.18,283.32,-0.77,49.64,11.63,5.77,5.86,3.64,5.85,1216.21,3.28,6.65,272.2
2016-04-28 16:10:00,987.87,9.49,283.64,-1.22,47.03,11.88,5.59,6.29,3.53,5.66,1214.93,2.83,6.01,215.8
2016-04-28 16:20:00,987.88,9.48,283.63,-1.65,45.57,11.87,5.41,6.46,3.41,5.48,1215.07,3.57,6.57,236.6
2016-04-28 16:30:00,987.93,9.18,283.32,-1.79,46.03,11.63,5.35,6.28,3.38,5.42,1216.44,3.02,5.89,252.0
2016-04-28 16:40:00,988.04,9.11,283.24,-1.57,47.01,11.58,5.44,6.14,3.43,5.51,1216.84,2.05,4.16,270.3
2016-04-28 16:50:00,988.13,8.88,283.0,-1.34,48.57,11.4,5.54,5.86,3.49,5.6,1217.9,2.72,5.13,294.2
2016-04-28 17:00:00,988.12,8.92,283.05,-1.01,49.63,11.43,5.67,5.76,3.58,5.74,1217.65,1.71,3.44,289.6
2016-04-28 17:10:00,988.14,9.43,283.56,-0.71,49.02,11.83,5.8,6.03,3.66,5.87,1215.42,1.41,3.68,258.2
2016-04-28 17:20:00,988.18,9.33,283.45,-0.45,50.29,11.75,5.91,5.84,3.73,5.98,1215.85,2.31,5.01,264.4
2016-04-28 17:30:00,988.27,9.32,283.43,-0.43,50.39,11.74,5.92,5.83,3.73,5.99,1216.0,2.49,4.53,290.2
2016-04-28 17:40:00,988.32,9.25,283.36,-0.91,48.9,11.69,5.72,5.97,3.61,5.78,1216.46,1.98,5.29,274.6
2016-04-28 17:50:00,988.39,9.55,283.66,-1.24,46.75,11.93,5.58,6.35,3.52,5.64,1215.32,1.53,4.36,280.6
2016-04-28 18:00:00,988.45,9.41,283.51,-1.92,44.87,11.82,5.3,6.51,3.34,5.36,1216.12,1.78,3.76,271.1
2016-04-28 18:10:00,988.53,9.4,283.49,-1.95,44.83,11.81,5.29,6.51,3.34,5.35,1216.27,1.23,2.68,265.3
2016-04-28 18:20:00,988.62,9.05,283.14,-1.83,46.29,11.53,5.34,6.19,3.37,5.4,1217.86,1.13,2.56,310.6
2016-04-28 18:30:00,988.66,8.5,282.58,-1.79,48.2,11.11,5.36,5.75,3.38,5.42,1220.28,0.57,1.3,243.8
2016-04-28 18:40:00,988.75,8.22,282.29,-1.82,49.0,10.9,5.34,5.56,3.37,5.4,1221.62,1.29,2.12,288.8
2016-04-28 18:50:00,988.83,8.05,282.11,-1.71,49.99,10.77,5.39,5.39,3.4,5.45,1222.43,1.01,2.18,293.8
2016-04-28 19:00:00,988.92,7.88,281.94,-1.55,51.18,10.65,5.45,5.2,3.44,5.51,1223.25,0.88,1.96,317.8
2016-04-28 19:10:00,988.99,7.71,281.76,-1.45,52.14,10.53,5.49,5.04,3.46,5.55,1224.06,0.69,1.72,299.3
2016-04-28 19:20:00,989.08,7.49,281.53,-1.4,53.16,10.37,5.51,4.86,3.47,5.57,1225.12,0.62,1.4,283.3
2016-04-28 19:30:00,989.11,7.39,281.43,-1.33,53.78,10.3,5.54,4.76,3.49,5.6,1225.58,0.59,1.08,277.6
2016-04-28 19:40:00,989.22,7.27,281.3,-1.26,54.51,10.22,5.57,4.65,3.51,5.63,1226.23,1.14,1.64,258.8
2016-04-28 19:50:00,989.39,7.27,281.29,-1.11,55.14,10.22,5.63,4.58,3.55,5.69,1226.41,0.88,1.36,273.4
2016-04-28 20:00:00,989.58,7.13,281.13,-1.08,55.76,10.12,5.64,4.48,3.55,5.7,1227.26,1.03,1.76,292.8
2016-04-28 20:10:00,989.83,6.71,280.69,-1.02,57.67,9.83,5.67,4.16,3.57,5.73,1229.38,1.71,3.84,286.7
2016-04-28 20:20:00,989.91,6.0,279.97,-1.33,59.17,9.36,5.54,3.82,3.49,5.59,1232.68,1.66,3.16,273.8
2016-04-28 20:30:00,989.86,5.61,279.58,-1.61,59.59,9.11,5.43,3.68,3.42,5.48,1234.42,0.97,1.88,264.2
2016-04-28 20:40:00,989.92,5.22,279.18,-1.34,62.49,8.86,5.54,3.32,3.49,5.59,1236.17,0.49,1.28,183.2
2016-04-28 20:50:00,990.03,4.68,278.64,-1.27,65.19,8.54,5.56,2.97,3.5,5.62,1238.68,0.91,1.68,210.2
2016-04-28 21:00:00,990.0,4.78,278.74,-1.41,64.09,8.59,5.51,3.09,3.47,5.56,1238.23,1.07,1.66,244.8
2016-04-28 21:10:00,990.1,4.79,278.74,-1.38,64.18,8.6,5.52,3.08,3.47,5.57,1238.31,0.62,1.28,268.2
2016-04-28 21:20:00,990.14,4.48,278.43,-1.45,65.25,8.42,5.49,2.92,3.46,5.55,1239.75,1.57,2.34,244.4
2016-04-28 21:30:00,990.19,4.48,278.42,-1.45,65.25,8.41,5.49,2.92,3.46,5.54,1239.83,1.58,2.22,239.2
2016-04-28 21:40:00,990.23,4.31,278.25,-1.44,66.09,8.31,5.49,2.82,3.46,5.55,1240.64,1.54,2.28,230.8
2016-04-28 21:50:00,990.31,4.03,277.96,-1.45,67.34,8.15,5.49,2.66,3.46,5.55,1241.97,1.31,1.72,222.4
2016-04-28 22:00:00,990.35,3.81,277.74,-1.42,68.57,8.03,5.5,2.52,3.46,5.56,1243.01,1.17,1.88,233.0
2016-04-28 22:10:00,990.45,3.63,277.55,-0.99,71.7,7.92,5.68,2.24,3.58,5.74,1243.87,1.19,2.04,204.5
2016-04-28 22:20:00,990.49,3.44,277.35,-0.78,73.8,7.82,5.77,2.05,3.63,5.83,1244.73,1.76,2.4,218.2
2016-04-28 22:30:00,990.55,3.08,277.0,-0.75,75.8,7.63,5.78,1.85,3.64,5.84,1246.39,1.46,2.52,200.5
2016-04-28 22:40:00,990.58,2.63,276.53,-0.82,77.9,7.38,5.75,1.63,3.62,5.8,1248.51,1.44,2.52,191.5
2016-04-28 22:50:00,990.54,2.46,276.37,-0.78,79.1,7.3,5.77,1.52,3.63,5.83,1249.19,0.95,1.54,198.5
2016-04-28 23:00:00,990.55,2.24,276.15,-0.85,79.9,7.18,5.74,1.44,3.61,5.79,1250.21,0.88,1.54,196.4
2016-04-28 23:10:00,990.54,2.26,276.17,-0.91,79.5,7.19,5.72,1.47,3.6,5.77,1250.15,0.84,1.58,207.5
2016-04-28 23:20:00,990.57,2.43,276.33,-0.97,78.2,7.28,5.69,1.59,3.58,5.74,1249.43,0.39,1.2,348.7
2016-04-28 23:30:00,990.6,2.29,276.2,-1.13,78.0,7.21,5.62,1.59,3.54,5.68,1250.1,0.43,1.32,163.5
2016-04-28 23:40:00,990.68,1.76,275.66,-1.24,80.4,6.94,5.58,1.36,3.51,5.63,1252.65,1.38,1.88,189.1
2016-04-28 23:50:00,990.74,1.63,275.52,-1.08,82.1,6.87,5.64,1.23,3.55,5.7,1253.3,0.91,1.64,196.9
2016-04-29 00:00:00,990.84,1.62,275.51,-0.94,83.0,6.87,5.7,1.17,3.59,5.75,1253.43,0.7,1.74,187.5
2016-04-29 00:10:00,990.87,1.52,275.41,-1.13,82.4,6.82,5.62,1.2,3.54,5.67,1253.95,0.95,1.74,204.3
2016-04-29 00:20:00,990.86,1.35,275.24,-1.32,82.3,6.74,5.55,1.19,3.49,5.6,1254.75,1.18,2.0,176.5
2016-04-29 00:30:00,990.85,0.94,274.82,-1.54,83.4,6.54,5.46,1.09,3.43,5.51,1256.66,1.33,2.4,158.3
2016-04-29 00:40:00,990.86,0.62,274.5,-1.6,85.0,6.39,5.43,0.96,3.42,5.48,1258.17,1.24,2.5,150.2
2016-04-29 00:50:00,990.84,0.45,274.34,-1.62,85.9,6.31,5.42,0.89,3.41,5.47,1258.91,1.99,3.2,170.8
2016-04-29 01:00:00,990.86,0.27,274.15,-1.69,86.6,6.23,5.4,0.83,3.39,5.45,1259.78,1.03,2.3,182.8
2016-04-29 01:10:00,990.86,0.14,274.02,-1.73,87.2,6.17,5.38,0.79,3.38,5.43,1260.41,1.25,2.52,162.2
2016-04-29 01:20:00,990.85,0.13,274.01,-1.73,87.2,6.17,5.38,0.79,3.38,5.43,1260.43,0.98,1.6,149.9
2016-04-29 01:30:00,990.84,0.25,274.13,-1.71,86.6,6.22,5.39,0.83,3.39,5.44,1259.87,0.96,2.28,145.6
2016-04-29 01:40:00,990.86,0.16,274.04,-1.86,86.2,6.18,5.33,0.85,3.35,5.38,1260.32,0.9,2.66,139.2
2016-04-29 01:50:00,990.91,0.09,273.97,-1.9,86.4,6.15,5.31,0.84,3.34,5.36,1260.72,1.03,3.24,168.8
2016-04-29 02:00:00,990.97,0.12,273.99,-1.92,86.1,6.16,5.3,0.86,3.34,5.35,1260.68,1.56,3.0,161.9
2016-04-29 02:10:00,990.97,0.04,273.91,-2.0,86.1,6.12,5.27,0.85,3.32,5.32,1261.07,1.33,2.52,172.7
2016-04-29 02:20:00,991.04,-0.1,273.76,-2.08,86.4,6.06,5.24,0.82,3.29,5.29,1261.8,1.6,3.12,172.8
2016-04-29 02:30:00,991.05,-0.35,273.51,-2.24,87.0,5.95,5.18,0.77,3.26,5.23,1263.0,1.36,2.32,195.2
2016-04-29 02:40:00,990.99,-0.56,273.31,-2.28,88.1,5.86,5.16,0.7,3.25,5.21,1263.91,2.1,3.12,174.1
2016-04-29 02:50:00,990.99,-0.58,273.29,-2.25,88.4,5.85,5.17,0.68,3.25,5.22,1264.0,1.63,3.14,175.5
2016-04-29 03:00:00,991.0,-0.7,273.17,-2.4,88.2,5.8,5.12,0.68,3.22,5.17,1264.59,1.96,3.97,165.5
2016-04-29 03:10:00,991.02,-0.87,273.0,-2.49,88.7,5.73,5.08,0.65,3.2,5.13,1265.41,1.94,3.57,175.6
2016-04-29 03:20:00,991.12,-1.0,272.85,-2.52,89.4,5.68,5.07,0.6,3.19,5.12,1266.18,1.73,3.2,168.6
2016-04-29 03:30:00,991.19,-1.04,272.81,-2.6,89.1,5.66,5.04,0.62,3.17,5.09,1266.45,1.63,3.14,169.1
2016-04-29 03:40:00,991.21,-1.2,272.65,-2.65,89.8,5.59,5.02,0.57,3.16,5.07,1267.24,2.27,3.93,177.6
2016-04-29 03:50:00,991.19,-1.22,272.63,-2.61,90.2,5.59,5.04,0.55,3.17,5.08,1267.29,1.84,3.61,185.3
2016-04-29 04:00:00,991.2,-1.23,272.62,-2.61,90.3,5.58,5.04,0.54,3.17,5.08,1267.37,1.09,3.12,190.9
2016-04-29 04:10:00,991.22,-1.11,272.74,-2.5,90.2,5.63,5.08,0.55,3.19,5.12,1266.8,1.7,3.49,184.0
2016-04-29 04:20:00,991.23,-1.17,272.67,-2.62,89.8,5.6,5.03,0.57,3.16,5.08,1267.13,1.02,3.24,185.6
2016-04-29 04:30:00,991.34,-1.02,272.82,-2.47,89.8,5.67,5.09,0.58,3.2,5.14,1266.52,1.45,3.24,192.8
2016-04-29 04:40:00,991.38,-0.87,272.96,-2.51,88.6,5.73,5.08,0.65,3.19,5.12,1265.91,1.39,2.98,198.5
2016-04-29 04:50:00,991.49,-1.02,272.81,-2.7,88.3,5.67,5.01,0.66,3.15,5.05,1266.76,1.72,3.08,188.4
2016-04-29 05:00:00,991.54,-1.39,272.43,-2.98,88.9,5.51,4.9,0.61,3.08,4.94,1268.62,1.7,3.05,172.1
2016-04-29 05:10:00,991.54,-1.68,272.14,-3.05,90.3,5.4,4.87,0.52,3.06,4.92,1269.97,1.05,2.24,189.3
2016-04-29 05:20:00,991.54,-1.38,272.44,-2.66,90.9,5.52,5.02,0.5,3.15,5.06,1268.49,1.16,2.6,185.4
2016-04-29 05:30:00,991.58,-0.91,272.91,-2.41,89.5,5.72,5.12,0.6,3.22,5.16,1266.3,1.12,2.2,162.7
2016-04-29 05:40:00,991.61,-0.56,273.26,-2.49,86.7,5.86,5.08,0.78,3.2,5.13,1264.72,1.29,2.28,154.4
2016-04-29 05:50:00,991.66,-0.32,273.49,-2.51,85.1,5.97,5.08,0.89,3.19,5.12,1263.71,0.93,2.52,166.4
2016-04-29 06:00:00,991.76,-0.13,273.68,-2.41,84.5,6.05,5.11,0.94,3.21,5.16,1262.91,0.91,1.92,166.3
2016-04-29 06:10:00,991.76,0.41,274.22,-2.18,82.7,6.29,5.2,1.09,3.27,5.25,1260.4,0.56,1.16,154.7
2016-04-29 06:20:00,991.82,0.82,274.62,-2.17,80.3,6.48,5.2,1.28,3.27,5.25,1258.59,0.96,2.56,155.0
2016-04-29 06:30:00,991.81,0.94,274.75,-2.0,80.6,6.54,5.27,1.27,3.31,5.32,1257.97,0.94,2.6,145.5
2016-04-29 06:40:00,991.87,1.68,275.48,-1.7,78.2,6.9,5.39,1.5,3.39,5.44,1254.64,0.99,2.86,174.7
2016-04-29 06:50:00,991.86,1.96,275.76,-1.57,77.3,7.04,5.44,1.6,3.42,5.49,1253.3,1.42,2.84,172.1
2016-04-29 07:00:00,991.84,2.18,275.99,-1.5,76.5,7.15,5.47,1.68,3.44,5.52,1252.26,1.72,3.16,157.6
2016-04-29 07:10:00,991.85,2.35,276.16,-1.41,76.1,7.24,5.51,1.73,3.46,5.55,1251.47,2.16,3.61,151.5
2016-04-29 07:20:00,991.9,2.6,276.4,-1.19,76.0,7.37,5.6,1.77,3.52,5.64,1250.38,1.47,2.96,146.3
2016-04-29 07:30:00,991.95,3.14,276.94,-0.88,74.8,7.66,5.73,1.93,3.6,5.77,1247.92,1.07,1.86,134.5
2016-04-29 07:40:00,991.98,3.86,277.66,-0.53,72.9,8.06,5.87,2.18,3.69,5.92,1244.65,1.25,2.16,134.5
2016-04-29 07:50:00,992.03,4.29,278.09,-0.21,72.4,8.31,6.01,2.29,3.78,6.06,1242.71,1.59,2.48,145.4
2016-04-29 08:00:00,992.04,5.16,278.95,0.09,69.68,8.83,6.15,2.68,3.86,6.2,1238.8,2.26,3.57,155.9
2016-04-29 08:10:00,992.04,5.86,279.66,0.35,67.6,9.27,6.27,3.0,3.94,6.32,1235.6,2.53,4.05,152.3
2016-04-29 08:20:00,992.05,6.57,280.37,0.44,64.77,9.73,6.31,3.43,3.96,6.36,1232.48,3.07,4.65,152.6
2016-04-29 08:30:00,992.04,7.11,280.91,0.47,62.54,10.1,6.32,3.78,3.97,6.37,1230.08,2.62,4.13,147.9
2016-04-29 08:40:00,991.91,7.61,281.42,0.49,60.55,10.46,6.33,4.12,3.98,6.38,1227.73,2.72,4.79,141.7
2016-04-29 08:50:00,991.86,8.23,282.05,0.59,58.46,10.91,6.38,4.53,4.01,6.43,1224.94,3.2,5.17,144.2
2016-04-29 09:00:00,991.85,8.7,282.52,0.57,56.55,11.26,6.37,4.89,4.0,6.42,1222.89,3.11,6.69,158.9
2016-04-29 09:10:00,991.82,9.18,283.0,0.44,54.2,11.63,6.31,5.33,3.96,6.36,1220.8,3.64,5.45,173.9
2016-04-29 09:20:00,991.7,9.54,283.37,-0.11,50.83,11.92,6.06,5.86,3.81,6.11,1219.21,5.17,8.09,185.5
2016-04-29 09:30:00,991.66,9.85,283.69,-0.46,48.53,12.17,5.91,6.26,3.71,5.96,1217.9,5.0,7.57,174.3
2016-04-29 09:40:00,991.59,10.15,284.0,-0.9,46.05,12.42,5.72,6.7,3.59,5.77,1216.61,5.52,8.13,186.8
2016-04-29 09:50:00,991.55,10.28,284.13,-1.17,44.76,12.53,5.61,6.92,3.52,5.65,1216.06,5.49,9.05,193.6
2016-04-29 10:00:00,991.53,10.49,284.34,-1.18,44.1,12.7,5.6,7.1,3.52,5.65,1215.13,5.75,9.13,201.7
2016-04-29 10:10:00,991.53,10.76,284.61,-1.1,43.56,12.93,5.63,7.3,3.54,5.68,1213.96,5.51,8.65,190.9
2016-04-29 10:20:00,991.47,10.94,284.8,-1.6,41.47,13.09,5.43,7.66,3.41,5.48,1213.21,6.71,10.37,181.1
2016-04-29 10:30:00,991.51,10.74,284.59,-1.33,42.9,12.92,5.54,7.38,3.48,5.59,1214.07,5.39,8.45,213.2
2016-04-29 10:40:00,991.5,10.79,284.64,-1.49,42.25,12.96,5.48,7.48,3.44,5.52,1213.87,6.0,9.33,197.7
